#   0,   1,   2,   3,   4    5    6    7    8    9   10
#   0  0.2  0.4  0.6  0.8  1.0  1.2  1.4  1.6  1.8  2.0
    0,  10,  17,  24,  33,  44,  55,  68,  83,  102,  99 down
    0,  11,  18,  25,  34,  44,  55,  68,  84,  102,  99 up
